CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
870,60,Male,Month-to-month,115.15587996637119,4587.675217291704,No,DSL,40,No,Mailed check,No,114.6918804322926,4606.235198654847
871,38,Female,Month-to-month,117.27161351121295,1515.880044545898,No,No,13,No,Mailed check,Yes,116.6061572727614,1524.5309756457684
872,32,Female,Month-to-month,70.56371533923823,1865.9260674302698,Yes,DSL,27,Yes,Electronic check,No,69.10837286778776,1905.2203141594323
873,26,Female,Month-to-month,109.68778481006596,242.46998301210309,No,No,2,Yes,Credit card,No,121.23499150605154,219.37556962013193
874,32,Female,Month-to-month,53.449745858599655,878.8372914840645,No,DSL,16,Yes,Electronic check,Yes,54.92733071775403,855.1959337375945
875,39,Female,Month-to-month,20.0,278.06277435416473,No,No,14,No,Bank transfer,No,19.861626739583194,280.0
876,57,Female,Two year,47.19146684135219,745.3185763028985,No,DSL,17,Yes,Credit card,No,43.84226919428814,802.2549363029872
877,34,Female,Month-to-month,121.87902598134269,7211.615153163401,Yes,Fiber optic,60,No,Credit card,No,120.1935858860567,7312.741558880562
878,42,Male,Month-to-month,25.26760229165579,1757.162535792946,No,DSL,70,No,Credit card,Yes,25.10232193989923,1768.7321604159054
879,39,Female,Month-to-month,69.98563845794483,1201.586617344216,Yes,Fiber optic,17,Yes,Credit card,Yes,70.68156572613034,1189.755853785062
880,51,Female,Month-to-month,71.02431680020636,3228.328114831539,Yes,DSL,45,Yes,Bank transfer,No,71.7406247740342,3196.0942560092863
881,65,Female,Month-to-month,54.610772680965646,2131.849701056034,Yes,Fiber optic,38,Yes,Electronic check,No,56.10130792252721,2075.2093618766944
882,34,Male,Month-to-month,56.69435200488655,3610.5830483030136,Yes,Fiber optic,64,No,Bank transfer,Yes,56.41536012973459,3628.438528312739
883,35,Male,Month-to-month,72.16747402708609,353.90069231551627,No,No,6,Yes,Bank transfer,No,58.98344871925271,433.0048441625165
884,50,Male,One year,53.13512974195818,3162.4239533000195,Yes,DSL,60,No,Electronic check,No,52.70706588833366,3188.107784517491
885,46,Female,One year,27.338245084962068,1448.7373241064342,Yes,DSL,49,Yes,Credit card,No,29.56606783890682,1339.5740091631415
886,58,Female,Month-to-month,76.45095828830368,1687.6817869037698,No,DSL,21,No,Electronic check,No,80.36579937636999,1605.4701240543773
887,45,Female,One year,102.20099747334916,2372.027427349413,No,Fiber optic,23,Yes,Electronic check,No,103.13162727606142,2350.6229418870307
888,36,Male,One year,96.08717555960263,5455.388596511349,No,DSL,57,No,Mailed check,Yes,95.70857186862015,5476.96900689735
889,45,Female,Month-to-month,45.707935978305656,2920.7439469037427,No,DSL,64,Yes,Bank transfer,No,45.63662417037098,2925.307902611562
890,51,Male,Two year,32.46316253866973,1027.1666824288513,Yes,Fiber optic,29,No,Electronic check,No,35.41954077340867,941.4317136214221
891,48,Male,Two year,61.474363535356645,1670.3073637174793,No,DSL,27,Yes,Electronic check,Yes,61.86323569323998,1659.8078154546295
892,45,Male,Month-to-month,117.03374529386991,683.1772059507518,No,Fiber optic,6,Yes,Electronic check,No,113.86286765845864,702.2024717632195
893,50,Male,Month-to-month,89.36794236878637,1943.0392746698947,Yes,DSL,21,Yes,Mailed check,No,92.52567974618546,1876.7267897445138
894,51,Male,Month-to-month,91.118940303827,6372.0610050163095,Yes,Fiber optic,71,Yes,Electronic check,No,89.74733809882126,6469.444761571717
895,53,Female,Month-to-month,96.69570855356484,3914.295984295412,No,No,41,No,Bank transfer,No,95.47063376330273,3964.5240506961586
896,46,Female,One year,82.62299687555759,372.8674034128235,Yes,DSL,5,Yes,Electronic check,No,74.57348068256469,413.11498437778795
897,38,Male,Month-to-month,73.61825642840736,1154.3551468949483,No,DSL,15,No,Mailed check,No,76.95700979299656,1104.2738464261104
898,41,Female,One year,89.86920689943904,1859.2143039141192,No,No,21,Yes,Mailed check,No,88.53401447210092,1887.2533448882198
899,52,Female,One year,53.61501687345941,3021.0195748287038,Yes,Fiber optic,58,Yes,Mailed check,No,52.08654439359834,3109.6709786606457
900,31,Male,One year,27.56610965901038,75.6552937362157,Yes,Fiber optic,4,Yes,Credit card,No,18.913823434053924,110.26443863604152
901,43,Male,One year,91.6899080387297,6303.055876286937,Yes,Fiber optic,69,Yes,Bank transfer,No,91.34863588821648,6326.603654672349
902,36,Female,Month-to-month,107.13214317247676,746.5502842388428,Yes,DSL,7,No,Bank transfer,No,106.65004060554897,749.9250022073373
903,40,Female,Month-to-month,36.45304181931906,1282.2681057635336,No,No,35,No,Bank transfer,No,36.63623159324382,1275.856463676167
904,52,Female,One year,94.657644472477,3456.05888379451,No,Fiber optic,36,Yes,Credit card,No,96.00163566095861,3407.6752010091723
905,41,Female,Month-to-month,120.4229714016457,1790.7429278873176,Yes,Fiber optic,15,No,Mailed check,No,119.3828618591545,1806.3445710246854
906,40,Male,Month-to-month,69.93261394728637,110.72741048635524,No,No,2,No,Electronic check,No,55.36370524317762,139.86522789457274
907,26,Female,Two year,45.459934457747615,2593.5510956415824,Yes,Fiber optic,57,Yes,Electronic check,No,45.500896414764604,2591.216264091614
908,47,Male,One year,73.69056020580267,380.58524717310826,No,Fiber optic,5,Yes,Bank transfer,No,76.11704943462165,368.45280102901336
909,46,Male,Month-to-month,53.48398095397896,3767.2961538616187,No,No,71,No,Bank transfer,Yes,53.060509209318575,3797.362647732506
910,61,Female,One year,51.49809670130795,1562.7883238852469,No,DSL,32,No,Mailed check,Yes,48.837135121413965,1647.9390944418544
911,36,Female,One year,82.99552201814627,5951.182635137074,No,DSL,72,Yes,Electronic check,No,82.6553143769038,5975.677585306532
912,42,Female,Month-to-month,21.888115749103136,937.7845352146927,No,DSL,41,Yes,Electronic check,No,22.872793541821775,897.4127457132286
913,42,Male,Month-to-month,26.682132325233184,1116.7088118212992,No,No,42,Yes,Credit card,No,26.588305043364265,1120.6495576597938
914,55,Male,Two year,70.57872641121828,4649.809767209712,Yes,Fiber optic,65,Yes,Bank transfer,No,71.53553488014941,4587.617216729189
915,39,Male,Month-to-month,69.33074383262706,2798.357490453003,Yes,Fiber optic,40,Yes,Credit card,No,69.95893726132508,2773.2297533050823
916,42,Male,Month-to-month,80.30663731119807,3025.256170834414,Yes,DSL,38,Yes,Credit card,No,79.61200449564248,3051.652217825527
917,46,Female,Month-to-month,126.25676165450164,5376.235925270567,No,DSL,42,Yes,Electronic check,No,128.00561726834684,5302.783989489069
918,41,Male,One year,73.13542108227463,2662.5578534577753,Yes,DSL,37,Yes,Bank transfer,No,71.96102306642636,2706.0105800441615
919,35,Male,Month-to-month,87.94516451004384,4841.17130972984,No,No,56,Yes,Mailed check,No,86.44948767374714,4924.929212562455
920,41,Female,Month-to-month,40.73401193156104,2909.3187470603693,No,Fiber optic,71,Yes,Electronic check,No,40.97632038113196,2892.114847140834
921,50,Male,Month-to-month,93.0381299054961,5077.903403739109,No,No,55,No,Electronic check,No,92.32551643162017,5117.097144802286
922,29,Male,Two year,54.20827404667966,2924.412959582812,Yes,Fiber optic,54,No,Credit card,Yes,54.155795547829854,2927.2467985207018
923,41,Female,Month-to-month,72.14262497743279,1533.5389532370266,No,Fiber optic,22,No,Credit card,No,69.70631605622849,1587.1377495035213
924,32,Male,Month-to-month,66.73454124792515,1802.059648939545,No,Fiber optic,27,Yes,Electronic check,No,66.74294996072389,1801.832613693979
925,51,Male,Two year,100.98922704742093,4770.733445333566,Yes,No,47,No,Mailed check,No,101.50496692199077,4746.493671228784
926,24,Male,Month-to-month,30.700703368750013,1198.2556613147005,Yes,No,38,Yes,Credit card,No,31.53304371880791,1166.6267280125005
927,34,Male,Two year,20.0,723.0861374418648,Yes,No,39,Yes,Electronic check,No,18.540670190817046,780.0
928,43,Female,Two year,63.59701908736226,886.249217971785,No,Fiber optic,15,Yes,Credit card,No,59.083281198119,953.955286310434
929,55,Male,Two year,84.05593770715372,5567.566010779802,No,DSL,66,No,Mailed check,Yes,84.35706076939094,5547.691888672145
930,39,Female,Month-to-month,74.568081274225,4529.674297890102,Yes,Fiber optic,61,Yes,Electronic check,No,74.25695570311643,4548.652957727724
931,34,Male,One year,106.96612712241733,6390.129493516097,No,DSL,60,Yes,Credit card,No,106.50215822526827,6417.9676273450405
932,58,Female,One year,83.12118022539005,659.0895113593709,No,DSL,8,No,Electronic check,No,82.38618891992137,664.9694418031204
933,25,Female,Two year,53.08455004420421,2327.1998745069923,No,DSL,44,Yes,Mailed check,No,52.89090623879528,2335.720201944985
934,18,Female,Month-to-month,20.0,878.6976384289427,Yes,Fiber optic,43,No,Electronic check,Yes,20.434828800673085,860.0
935,44,Male,One year,62.88063297414345,401.6593779530023,No,Fiber optic,6,No,Bank transfer,No,66.94322965883372,377.2837978448607
936,34,Male,Month-to-month,100.83877006773395,2771.841411712568,Yes,Fiber optic,27,Yes,Credit card,Yes,102.6607930263914,2722.6467918288167
937,29,Male,Month-to-month,58.23856651998656,2607.8240874921958,Yes,Fiber optic,45,No,Mailed check,No,57.95164638871546,2620.735493399395
938,47,Female,Month-to-month,70.84960791033292,1679.3295807425532,Yes,DSL,23,No,Electronic check,Yes,73.01432959750231,1629.540981937657
939,42,Male,One year,82.64080762920125,1103.7063694832768,No,Fiber optic,13,Yes,Bank transfer,No,84.90048996025206,1074.3304991796163
940,34,Male,Month-to-month,39.54122877250552,2732.4547642391794,No,Fiber optic,68,Yes,Credit card,No,40.18315829763499,2688.8035565303753
941,27,Male,Month-to-month,88.69707689916453,5621.274456740242,No,DSL,64,Yes,Mailed check,No,87.83241338656629,5676.61292154653
942,48,Male,Two year,119.11365370005117,2972.68838436132,Yes,Fiber optic,25,Yes,Electronic check,No,118.9075353744528,2977.8413425012795
943,46,Female,Month-to-month,64.81559944319781,3465.1730869427574,Yes,Fiber optic,52,No,Credit card,No,66.6379439796684,3370.411171046286
944,39,Female,One year,36.12806734503094,1665.587710432239,No,Fiber optic,48,Yes,Credit card,No,34.699743967338314,1734.1472325614852
945,58,Male,Month-to-month,68.00196918934078,4237.696977133705,No,Fiber optic,61,No,Mailed check,No,69.47044224809353,4148.120120549788
946,29,Male,Month-to-month,20.0,427.3641661525523,Yes,Fiber optic,17,Yes,Electronic check,No,25.139068597208958,340.0
947,24,Male,One year,80.10709791929848,3240.882019994031,No,DSL,40,No,Credit card,No,81.02205049985078,3204.2839167719394
948,33,Female,Two year,83.56823132945736,5698.87070340034,Yes,Fiber optic,69,Yes,Electronic check,No,82.59232903478754,5766.207961732558
949,39,Male,Month-to-month,120.26908881536687,3116.1672028883313,Yes,Fiber optic,26,No,Bank transfer,No,119.85258472647428,3126.9963091995387
950,42,Female,One year,64.18015622300125,3633.71703865965,Yes,DSL,56,Yes,Mailed check,No,64.88780426177946,3594.08874848807
951,37,Female,Month-to-month,82.2545601443941,3223.8921041326703,Yes,Fiber optic,40,No,Bank transfer,No,80.59730260331676,3290.182405775764
952,43,Male,Month-to-month,44.16135692842296,3036.7838610147346,No,Fiber optic,68,Yes,Bank transfer,No,44.658586191393155,3002.9722711327613
953,27,Male,Month-to-month,59.30718638424764,479.85695839815327,Yes,DSL,8,No,Credit card,Yes,59.98211979976916,474.45749107398115
954,54,Male,Month-to-month,24.244436900134062,1062.5498405137557,Yes,Fiber optic,45,Yes,Bank transfer,No,23.61221867808346,1090.9996605060328
955,39,Female,Month-to-month,64.15631136150293,1034.696530666845,No,Fiber optic,17,Yes,Credit card,No,60.864501803932065,1090.6572931455498
956,51,Female,Month-to-month,60.840725394443055,2567.4222434732123,Yes,DSL,41,Yes,Credit card,No,62.62005471885884,2494.4697411721654
957,43,Male,Month-to-month,78.97599298266688,749.6227199788846,Yes,Fiber optic,9,Yes,Credit card,No,83.29141333098717,710.7839368440019
958,44,Female,Month-to-month,51.292093590020826,3582.1992885909854,Yes,Fiber optic,70,Yes,Mailed check,No,51.17427555129979,3590.446551301458
959,45,Male,Month-to-month,72.50036052925276,1741.7498329856046,Yes,DSL,24,No,Mailed check,No,72.57290970773353,1740.0086527020662
960,44,Male,Month-to-month,59.99859833177003,646.5931620927893,No,No,11,No,Credit card,Yes,58.781196553889934,659.9845816494703
961,46,Female,Two year,60.055018351014574,2011.539682199878,No,No,35,No,Electronic check,Yes,57.47256234856794,2101.92564228551
962,53,Female,One year,72.4108697788909,2164.339677741484,No,No,29,Yes,Electronic check,No,74.63240268074084,2099.915223587836
963,41,Female,Month-to-month,71.2156882695103,580.6676408503689,No,Fiber optic,8,Yes,Credit card,No,72.58345510629611,569.7255061560824
964,47,Female,Two year,92.83522117154915,1625.917826437244,Yes,No,17,No,Credit card,No,95.64222508454377,1578.1987599163356
965,39,Male,One year,66.38070897610496,4690.318848279762,Yes,No,71,Yes,Electronic check,No,66.06082884901073,4713.030337303452
966,54,Male,Month-to-month,59.503439526309904,718.6481838252747,No,No,12,No,Bank transfer,No,59.887348652106226,714.0412743157189
967,33,Male,Month-to-month,64.57577664738321,3244.7850123692747,Yes,No,50,Yes,Electronic check,No,64.89570024738549,3228.7888323691604
968,58,Female,One year,48.56007649477023,1216.9997375737757,No,Fiber optic,24,No,Electronic check,No,50.70832239890732,1165.4418358744856
969,39,Male,Month-to-month,59.202667192999854,2280.1485071778843,Yes,DSL,37,No,Credit card,No,61.62563532913201,2190.498686140995
970,25,Female,One year,130.93476139219695,1422.8448012166064,No,DSL,11,No,Electronic check,No,129.34952738332785,1440.2823753141665
971,41,Female,One year,42.619637179123984,2497.177754595909,No,Fiber optic,59,Yes,Credit card,No,42.32504668806625,2514.5585935683152
972,33,Female,One year,61.64030998362072,3377.9316085549735,No,No,55,No,Bank transfer,No,61.416938337363156,3390.2170490991393
973,48,Male,Two year,58.37534010190929,1546.3191504200438,No,Fiber optic,27,No,Electronic check,Yes,57.27107964518681,1576.1341827515507
974,33,Female,Month-to-month,62.58485163266801,4325.508228709199,Yes,Fiber optic,67,Yes,Mailed check,Yes,64.55982430909252,4193.185059388757
975,35,Female,Month-to-month,60.06282073364815,3519.6898078640993,Yes,Fiber optic,60,Yes,Bank transfer,No,58.66149679773499,3603.7692440188894
976,21,Female,Two year,78.37720303663,291.0742952474118,Yes,DSL,2,Yes,Credit card,No,145.5371476237059,156.75440607326
977,35,Female,Month-to-month,20.0,1391.9335762630062,No,DSL,68,No,Mailed check,No,20.469611415632443,1360.0
978,18,Female,One year,101.11514417596013,1815.943726369608,No,Fiber optic,18,Yes,Mailed check,Yes,100.88576257608933,1820.0725951672823
979,24,Female,Two year,88.97748398926592,1737.6680876918542,Yes,Fiber optic,20,Yes,Mailed check,No,86.88340438459271,1779.5496797853184
980,47,Female,One year,32.71385241810596,2058.94941584435,Yes,No,63,Yes,Bank transfer,No,32.68173675943412,2060.9727023406754
981,47,Female,Month-to-month,20.0,1411.81270669965,Yes,Fiber optic,72,Yes,Credit card,No,19.608509815272917,1440.0
982,44,Female,Month-to-month,40.68783561575796,150.3936274563859,Yes,No,2,Yes,Mailed check,No,75.19681372819295,81.37567123151592
983,30,Female,Month-to-month,62.720006157186326,2665.7917187172548,No,DSL,42,No,Bank transfer,Yes,63.47123139802987,2634.2402586018256
984,39,Female,Month-to-month,147.40875696072325,4210.991035168802,No,Fiber optic,28,No,Credit card,No,150.39253697031435,4127.445194900251
985,39,Female,One year,86.2977089492282,2488.113253852288,Yes,DSL,29,Yes,Bank transfer,No,85.79700875352717,2502.6335595276178
986,28,Male,One year,20.0,1387.0671164466144,Yes,DSL,69,Yes,Credit card,No,20.102421977487165,1380.0
987,55,Male,One year,49.31033485297168,1375.8192065045948,Yes,No,28,Yes,Bank transfer,No,49.13640023230696,1380.689375883207
988,48,Female,Month-to-month,68.4036269118105,4085.5271302713477,No,No,60,No,Bank transfer,Yes,68.09211883785579,4104.21761470863
989,37,Female,Month-to-month,77.61050662894291,336.6005843601067,Yes,DSL,5,No,Mailed check,No,67.32011687202134,388.0525331447146
990,40,Female,One year,30.557534190687313,494.33169091330325,No,DSL,15,No,Electronic check,No,32.955446060886885,458.3630128603097
991,42,Male,Month-to-month,65.95029316068816,2127.460841623516,No,DSL,32,Yes,Bank transfer,No,66.48315130073487,2110.409381142021
992,19,Male,Month-to-month,48.47082587168378,2518.1210676580295,Yes,DSL,52,No,Electronic check,No,48.4254051472698,2520.4829453275565
993,37,Male,One year,36.8872431219305,1389.9751935359016,Yes,Fiber optic,37,No,Electronic check,No,37.56689712259193,1364.8279955114285
994,33,Female,One year,77.78786940096862,1146.2109400709858,Yes,Fiber optic,15,No,Mailed check,Yes,76.41406267139905,1166.8180410145292
995,29,Female,Month-to-month,93.21631520328467,3822.628933836817,No,Fiber optic,41,Yes,Credit card,No,93.23485204480042,3821.8689233346713
996,37,Female,Two year,95.23123830884859,424.0265642145568,Yes,DSL,4,No,Electronic check,Yes,106.0066410536392,380.92495323539436
997,57,Female,Month-to-month,87.23159053401628,4673.206650085611,Yes,DSL,53,No,Bank transfer,Yes,88.1737103789738,4623.274298302863
998,46,Male,Two year,55.078914005792114,1563.5400647921665,No,Fiber optic,27,No,Electronic check,No,57.90889128859876,1487.1306781563871
999,34,Female,Month-to-month,91.43649284390517,1864.6886477814242,No,Fiber optic,21,Yes,Electronic check,No,88.79469751340115,1920.1663497220086
1000,45,Male,Month-to-month,79.27163314312864,4708.166751352566,No,No,60,No,Credit card,No,78.4694458558761,4756.2979885877185
1001,53,Male,Two year,74.0182564885604,4679.572172537485,Yes,DSL,64,Yes,Electronic check,No,73.1183151958982,4737.168415267865
1002,49,Female,Month-to-month,51.64920634894605,3634.6829773886575,No,Fiber optic,71,Yes,Electronic check,No,51.19271799138954,3667.09365077517
1003,40,Male,One year,55.09371617975415,2572.644688691165,No,DSL,47,No,Credit card,No,54.737121035982234,2589.404660448445
1004,33,Male,Two year,72.21660808373662,3921.54982112388,No,DSL,54,Yes,Credit card,No,72.62129298377556,3899.696836521777
1005,46,Male,Two year,143.19623400956505,4497.310708541852,No,DSL,31,No,Credit card,Yes,145.07453898522104,4439.083254296516
1006,43,Male,Two year,79.0372744027417,1323.9407438852668,No,No,17,No,Electronic check,Yes,77.87886728736864,1343.633664846609
1007,48,Female,Month-to-month,51.66434493249142,2611.915887927746,Yes,No,50,Yes,Bank transfer,No,52.23831775855492,2583.217246624571
1008,46,Female,One year,45.02831665091672,379.0980001666469,No,DSL,7,No,Mailed check,No,54.15685716666384,315.19821655641704
1009,50,Male,Month-to-month,55.24700162031392,1524.1531604973602,No,Fiber optic,28,No,Bank transfer,No,54.43404144633429,1546.9160453687896
1010,34,Female,Month-to-month,135.31880342647196,1339.1231715533318,No,Fiber optic,10,No,Bank transfer,No,133.91231715533317,1353.1880342647196
1011,53,Male,Two year,58.02230062162114,1569.9078453802172,Yes,DSL,27,Yes,Electronic check,No,58.144735014082116,1566.6021167837707
1012,41,Female,Month-to-month,97.20611603830855,1179.8984607304833,Yes,Fiber optic,13,Yes,Bank transfer,No,90.76142005619103,1263.6795084980113
1013,60,Female,Month-to-month,58.72215263585931,3901.226960883181,No,Fiber optic,66,Yes,Electronic check,No,59.109499407320925,3875.6620739667146
1014,33,Female,Month-to-month,77.83553623838885,4609.889732033096,No,Fiber optic,60,No,Bank transfer,No,76.83149553388493,4670.132174303331
1015,57,Female,One year,93.75235822026167,4070.8367198524393,No,No,43,No,Credit card,No,94.6706213919172,4031.3514034712516
1016,41,Female,Two year,264.21457252851144,18123.069923833158,No,Fiber optic,69,Yes,Mailed check,Yes,52.53063746038596,3646.1611008934574
1017,33,Male,Month-to-month,50.766650375416916,3172.77916818987,Yes,DSL,63,Yes,Credit card,No,50.3615740982519,3198.298973651266
1018,35,Female,Month-to-month,119.76609083365989,8334.693661565956,Yes,Fiber optic,70,No,Bank transfer,No,119.06705230808508,8383.626358356192
1019,36,Male,Two year,99.5377868468739,6497.0061158213975,Yes,DSL,65,Yes,Credit card,Yes,99.95394024340612,6469.956145046804
1020,44,Male,Month-to-month,93.72016956072184,6305.975191472857,No,Fiber optic,67,No,Electronic check,No,94.1190327085501,6279.251360568363
1021,45,Female,Month-to-month,93.61828879368741,5032.629950656693,No,Fiber optic,54,Yes,Bank transfer,Yes,93.19685093808691,5055.38759485912
1022,34,Male,Month-to-month,83.78726464933196,3106.2238821920946,Yes,No,36,No,Credit card,Yes,86.28399672755819,3016.3415273759506
1023,39,Female,Month-to-month,130.53327439525196,9269.57741577152,Yes,No,71,No,Credit card,Yes,130.55742839114816,9267.86248206289
1024,61,Male,Month-to-month,71.31724905631471,1069.0608065394047,No,No,15,No,Credit card,No,71.27072043596031,1069.7587358447206
1025,57,Male,Two year,87.31787101602758,1574.6869699306321,Yes,Fiber optic,18,Yes,Mailed check,Yes,87.48260944059068,1571.7216782884964
1026,44,Female,Month-to-month,26.47261214217962,71.87450870932912,Yes,Fiber optic,4,No,Mailed check,No,17.96862717733228,105.89044856871848
1027,40,Female,Two year,45.25117940226278,448.07072584624234,Yes,Fiber optic,11,Yes,Mailed check,No,40.733702349658394,497.76297342489056
1028,41,Female,Two year,33.975430004948784,185.17604580923043,Yes,DSL,6,No,Credit card,No,30.862674301538405,203.85258002969272
1029,46,Female,One year,108.22190750548448,5551.016463552647,Yes,Fiber optic,51,No,Credit card,No,108.84346006965974,5519.317282779709
1030,29,Male,Month-to-month,20.0,1067.4344250129643,No,DSL,58,No,Bank transfer,No,18.40404181056835,1160.0
1031,37,Female,Month-to-month,57.930699317418316,3400.865488768346,No,Fiber optic,60,Yes,Credit card,No,56.681091479472435,3475.841959045099
1032,23,Male,Month-to-month,20.0,329.6222964639336,No,No,18,No,Electronic check,No,18.312349803551868,360.0
1033,43,Male,Two year,45.061363135543296,2929.4071681258206,No,DSL,67,Yes,Mailed check,No,43.72249504665404,3019.111330081401
1034,46,Male,Month-to-month,55.271531508044006,868.7805201895125,Yes,Fiber optic,17,No,Bank transfer,No,51.104736481736026,939.6160356367482
1035,35,Male,Month-to-month,111.54613281382132,3833.041630819073,No,Fiber optic,34,No,Bank transfer,No,112.73651855350215,3792.5685156699246
1036,55,Male,Month-to-month,81.89883817664372,2435.052028091992,Yes,No,30,Yes,Bank transfer,No,81.16840093639972,2456.9651452993116
1037,27,Male,Month-to-month,45.00575430013101,812.8144483623336,Yes,Fiber optic,19,Yes,Mailed check,No,42.77970780854387,855.1093317024892
1038,25,Female,Month-to-month,101.97891159195478,924.808071662824,No,No,9,No,Electronic check,No,102.75645240698044,917.810204327593
1039,42,Male,Month-to-month,70.53496763589273,2827.1482503219345,No,DSL,40,Yes,Mailed check,Yes,70.67870625804836,2821.398705435709
1040,50,Male,Month-to-month,71.12700576121757,3187.818418091727,No,No,44,No,Electronic check,Yes,72.4504185929938,3129.588253493573
1041,56,Male,Month-to-month,33.91985476684024,1912.2942752848437,No,Fiber optic,59,Yes,Electronic check,No,32.41176737770922,2001.2714312435742
1042,35,Female,Month-to-month,40.29958858290582,961.1678309588231,Yes,Fiber optic,25,No,Credit card,Yes,38.44671323835292,1007.4897145726455
1043,50,Female,One year,45.24708100163427,3182.6921597350574,Yes,DSL,71,Yes,Mailed check,No,44.82665013711348,3212.5427511160333
1044,39,Male,Month-to-month,71.39383819462569,3803.4302490539826,Yes,Fiber optic,53,Yes,Electronic check,Yes,71.762834887811,3783.873424315161
1045,38,Female,Month-to-month,72.33657180942025,3616.750208554882,No,No,48,Yes,Electronic check,Yes,75.34896267822671,3472.1554468521717
1046,48,Male,Month-to-month,116.32277990572135,8288.236427171543,No,Fiber optic,71,Yes,Bank transfer,No,116.73572432635976,8258.917373306216
1047,46,Female,Month-to-month,81.55165503813502,4308.943857911533,Yes,Fiber optic,53,No,Credit card,No,81.30082750776478,4322.237717021157
1048,24,Male,Two year,20.0,919.3359051964451,Yes,Fiber optic,49,Yes,Credit card,No,18.76195724890704,980.0
1049,54,Female,Month-to-month,77.87925963615072,3281.8870563163437,No,Fiber optic,43,Yes,Credit card,Yes,76.32295479805451,3348.808164354481
1050,53,Female,One year,26.49950931497402,548.6479405616459,No,Fiber optic,19,Yes,Mailed check,No,28.876207397981364,503.49067698450636
1051,33,Female,Two year,41.020872261653906,2667.638689716707,Yes,Fiber optic,66,No,Mailed check,No,40.41876802601072,2707.377569269158
1052,43,Male,Two year,45.6349158482101,1533.8829705267317,Yes,No,34,No,Mailed check,No,45.11420501549211,1551.5871388391433
1053,44,Male,Month-to-month,50.09985029463095,2788.2553697357944,Yes,No,54,Yes,Electronic check,No,51.634358698811006,2705.391915910071
1054,42,Male,Month-to-month,28.745518238790908,20.0,No,No,1,No,Bank transfer,No,20.0,28.745518238790908
1055,34,Female,One year,76.10446010356863,4199.269494501769,Yes,Fiber optic,55,No,Credit card,No,76.35035444548672,4185.745305696274
1056,33,Female,Month-to-month,27.675931447271225,369.95702320752025,Yes,Fiber optic,15,Yes,Credit card,No,24.663801547168017,415.13897170906836
1057,39,Male,Two year,80.7000282174954,1292.3139684916932,No,Fiber optic,15,No,Mailed check,No,86.15426456611289,1210.500423262431
1058,51,Female,One year,137.1091323118489,3106.581130547937,Yes,Fiber optic,23,Yes,Credit card,No,135.06874480643205,3153.5100431725245
1059,45,Male,One year,30.119228231978084,2021.3149219369564,Yes,DSL,66,Yes,Electronic check,No,30.62598366571146,1987.8690633105537
1060,36,Male,Month-to-month,61.464690869823336,2736.9669449042804,Yes,No,46,No,Electronic check,Yes,59.49928141096262,2827.3757800118733
1061,47,Male,One year,20.0,257.66390740220794,No,DSL,9,No,Electronic check,No,28.62932304468977,180.0
1062,18,Male,One year,60.971941210896006,4070.134312587873,No,Fiber optic,66,Yes,Mailed check,No,61.66870170587686,4024.148119919136
1063,51,Female,Two year,89.28151457894451,5864.770318371179,Yes,No,66,Yes,Credit card,No,88.86015633895727,5892.579962210338
1064,22,Female,Month-to-month,91.619176940718,1668.7943399409157,No,No,18,Yes,Mailed check,Yes,92.7107966633842,1649.1451849329242
1065,36,Female,Month-to-month,72.3209119085229,1277.3218390831319,Yes,Fiber optic,17,No,Electronic check,No,75.13657876959599,1229.4555024448894
1066,28,Male,Month-to-month,96.67790274276928,6968.450611517267,Yes,DSL,72,No,Mailed check,Yes,96.78403627107315,6960.8089974793875
1067,27,Female,Month-to-month,146.38163607828375,4957.548266698541,No,Fiber optic,34,No,Mailed check,No,145.8102431381924,4976.975626661648
1068,51,Male,Month-to-month,121.36914062312798,8369.566363087439,Yes,DSL,69,No,Credit card,No,121.29806323315128,8374.47070299583
1069,35,Male,Two year,54.324372117710894,3482.261061777959,No,No,64,Yes,Bank transfer,No,54.41032909028061,3476.759815533497
1070,43,Male,Month-to-month,26.46688040599784,1167.3598620623204,No,DSL,44,No,Mailed check,No,26.530905955961828,1164.5427378639051
1071,39,Male,Two year,57.81545750278589,1698.374234991224,Yes,No,29,No,Credit card,No,58.56462879280083,1676.6482675807908
1072,44,Male,Month-to-month,41.59051703147955,2527.5497565465535,Yes,No,62,No,Bank transfer,No,40.766931557202476,2578.612055951732
1073,40,Male,Month-to-month,83.54042643593898,1304.2366738865376,No,No,16,Yes,Electronic check,No,81.5147921179086,1336.6468229750237
1074,27,Female,Month-to-month,34.564193817115054,1777.829788138491,No,DSL,52,No,Electronic check,Yes,34.189034387278674,1797.3380784899828
1075,49,Female,Month-to-month,67.81532702228974,159.18080282998065,Yes,DSL,2,Yes,Electronic check,Yes,79.59040141499032,135.63065404457947
1076,35,Female,Two year,95.14042163608931,5727.162709564162,No,Fiber optic,61,No,Electronic check,No,93.88791327154364,5803.565719801448
1077,24,Female,Month-to-month,66.97912381548468,275.6115441333785,Yes,No,4,Yes,Electronic check,No,68.90288603334463,267.91649526193873
1078,35,Male,One year,41.610585317566105,2202.7896650712855,Yes,No,52,Yes,Electronic check,No,42.361339712909334,2163.7504365134373
